449;Trono di Spade;Il.Trono.Di.Spade.3x06.La.Scalata.iTALiAN.DLMux.x264-UBi.mp4
450;Trono di Spade;Il.Trono.Di.Spade.4x01.Two.Swords.ITA.HDTVMux.x264-iGM.srt
451;Trono di Spade;Il.Trono.Di.Spade.4x02.Il.Leone.E.La.Rosa.ITA.HDTVMux.x264-iGM.srt
452;Trono di Spade;Il.Trono.Di.Spade.4x03.La.Fuga.ITA.HDTVMux.x264-iGM.srt
453;Trono di Spade;Il.Trono.Di.Spade.4x06.Le.Leggi.Degli.Dei.E.Degli.Uomini.ITA.HDTVMux.x264-iGM.mp4
454;Trono di Spade;Il.Trono.Di.Spade.4x06.Le.Leggi.Degli.Dei.E.Degli.Uomini.ITA.HDTVMux.x264-iGM.srt
455;Trono di Spade;Il.Trono.Di.Spade.4x07.Il.Campione.ITA.HDTVMux.x264-iGM.mp4
456;Trono di Spade;Il.Trono.Di.Spade.4x10.I.Figli.Della.Foresta.ITA.HDTVMux.x264-iGM.mp4
457;Trono di Spade;Il.Trono.Di.Spade.4x10.I.Figli.Della.Foresta.ITA.HDTVMux.x264-iGM.srt
458;Trono di Spade;Il.Trono.Di.Spade.S03.SUB.PACK.ITA.zip
459;Trono di Spade;Il.Trono.Di.Spade.5x10.Madre.Misericordiosa.ITA.DLMux.x264-NovaRip.mkv
460;Trono di Spade;Il.Trono.Di.Spade.7x01.Roccia.Del.Drago.ITA.WEBMux.x264-UBi.mkv
461;Trono di Spade;Il.Trono.Di.Spade.6x01.La.Donna.Rossa.ITA.DLMux.x264-NovaRip.mkv
462;Trono di Spade;Il.Trono.Di.Spade.6x03.Giuramento.Infranto.ITA.REPACK.DLMux.x264-NovaRip.mkv
463;Trono di Spade;Il.Trono.Di.Spade.2x03.Cio.Che.E.Morto.Non.Muoia.Mai.ITA_ENG.DLMux.XviD-Pir8.it.srt
464;Trono di Spade;Il.Trono.Di.Spade.8x01.Grande.Inverno.ITA.WEBMux.h264-UBi.mkv
465;Trono di Spade;Il.Trono.Di.Spade.1x06.La.Corona.D.Oro.iTALiAN.HDTVMux-DarkSideMux.forced.srt
466;Trono di Spade;Il.Trono.Di.Spade.1x04.Il.Giuramento.iTALiAN.HDTVMux-DarkSideMux.forced.srt
467;Trono di Spade;Il.Trono.Di.Spade.2x01.Il.Nord.Non.Dimentica.ITA_ENG.DLMux.XviD-Pir8.srt
468;Trono di Spade;Il.Trono.Di.Spade.2x03.Cio.Che.E.Morto.Non.Muoia.Mai.ITA_ENG.DLMux.XviD-Pir8.avi
469;Trono di Spade;Il.Trono.Di.Spade.1x07.Il.gioco.dei.troni.iTALiAN.HDTVMux-DarkSideMux.avi
470;Trono di Spade;Il.Trono.Di.Spade.1x04.Il.Giuramento.iTALiAN.HDTVMux-DarkSideMux.avi
471;Trono di Spade;Il.Trono.Di.Spade.1x01.L.Inverno.Sta.Arrivando.iTALiAN.HDTVMux-DarkSideMux.avi
472;Trono di Spade;Il.Trono.Di.Spade.2x07.Un.Uomo.Senza.Onore.ITA_ENG.DLMux.XviD-Pir8.it.srt
473;Trono di Spade;Il.Trono.Di.Spade.8x03.La.Lunga.Notte.ITA.WEBMux.x264-UBi.mkv
474;Trono di Spade;Il.Trono.Di.Spade.2x04.Il.Giardino.Di.Ossa.ITA_ENG.DLMux.XviD-Pir8.it.srt
475;Trono di Spade;Il.Trono.Di.Spade.3x02.Ali.Oscure.Oscure.Parole.iTALiAN.DLMux.x264-UBi.mp4
476;Trono di Spade;Il.Trono.Di.Spade.3x07.L.Orso.E.La.Fanciulla.Bionda.iTALiAN.DLMux.x264-UBi.forced.srt
477;Trono di Spade;Il.Trono.Di.Spade.3x08.I.Secondi.Figli.iTALiAN.DLMux.x264-UBi.forced.srt
478;Trono di Spade;Il.Trono.Di.Spade.3x09.Le.Piogge.Di.Castamere.ITA.WEB-DLMux.x264-UPZ.forced.srt
479;Trono di Spade;Il.Trono.Di.Spade.3x09.Le.Piogge.Di.Castamere.ITA.WEB-DLMux.x264-UPZ.mp4
480;Trono di Spade;Il.Trono.Di.Spade.4x01.Two.Swords.ITA.HDTVMux.x264-iGM.mp4
481;Trono di Spade;Il.Trono.Di.Spade.4x04.In.Cerca.Di.Un.Colpevole.ITA.HDTVMux.x264-iGM.mp4
482;Trono di Spade;Il.Trono.Di.Spade.5x09.La.Danza.Dei.Draghi.ITA.DLMux.x264-NovaRip.mkv
483;Trono di Spade;Il.Trono.Di.Spade.5x06.Le.Serpi.Delle.Sabbie.ITA.DLMux.x264-NovaRip.mkv
484;Trono di Spade;Il.Trono.Di.Spade.5x03.L.Alto.Passero.ITA.DLMux.x264-NovaRip.mkv
485;Trono di Spade;Il.Trono.Di.Spade.5x01.Guerre.Imminenti.ITA.DLMux.x264-NovaRip.mkv
486;Trono di Spade;Il.Trono.Di.Spade.7x04.Spoglie.Di.Guerra.ITA.WEBMux.x264-UBi.mkv
487;Trono di Spade;Il.Trono.Di.Spade.6x04.Il.Libro.Dello.Straniero.ITA.DLMux.x264-NovaRip.mkv
488;Trono di Spade;Il.Trono.Di.Spade.6x06.Sangue.Del.Mio.Sangue.ITA.DLMux.x264-NovaRip.mkv
489;Trono di Spade;Il.Trono.Di.Spade.5x08.Aspra.Dimora.ITA.DLMux.x264-NovaRip.mkv
490;Trono di Spade;Il.Trono.Di.Spade.6x02.Uomini.Di.Ferro.ITA.DLMux.x264-NovaRip.mkv
491;Trono di Spade;Il.Trono.Di.Spade.7x05.Forte.Orientale.ITA.WEBMux.x264-UBi.mkv
492;Trono di Spade;Il.Trono.Di.Spade.2x07.Un.Uomo.Senza.Onore.ITA_ENG.DLMux.XviD-Pir8.avi
493;Trono di Spade;Il.Trono.Di.Spade.8x05.Le.Campane.ITA.WEBMux.x264-UBi.mkv
494;Trono di Spade;Il.Trono.Di.Spade.3x01.Valar.Dohaeris.iTALiAN.DLMux.x264-UBi.mp4
495;Trono di Spade;Il.Trono.Di.Spade.1x09.La.Confessione.iTALiAN.HDTVMux-DarkSideMux.forced.srt
496;Trono di Spade;Il.Trono.Di.Spade.5x07.Il.Dono.ITA.DLMux.x264-NovaRip.mkv
497;Trono di Spade;Il.Trono.Di.Spade.2x06.Vecchi.E.Nuovi.Dei.ITA_ENG.DLMux.XviD-Pir8.avi
498;Trono di Spade;Il.Trono.Di.Spade.1x02.La.Strada.Del.Re.iTALiAN.HDTVMux-DarkSideMux.avi
499;Trono di Spade;Il.Trono.Di.Spade.1x07.Il.gioco.dei.troni.iTALiAN.HDTVMux-DarkSideMux.forced.srt
500;Trono di Spade;Il.Trono.Di.Spade.2x09.L.Assedio.ITA_ENG.DLMux.XviD-Pir8.it.srt
501;Trono di Spade;Il.Trono.Di.Spade.2x02.Oltre.La.Barriera.ITA_ENG.DLMux.XviD-Pir8.avi
502;Trono di Spade;Il.Trono.Di.Spade.1x03.Lord.Snow.iTALiAN.HDTVMux-DarkSideMux.forced.srt
503;Trono di Spade;Il.Trono.Di.Spade.1x08.La.guerra.alle.porte.iTALiAN.HDTVMux-DarkSideMux.avi
504;Trono di Spade;Il.Trono.Di.Spade.2x01.Il.Nord.Non.Dimentica.ITA_ENG.DLMux.XviD-Pir8.it.srt
505;Trono di Spade;Il.Trono.Di.Spade.3x03.Il.Cammino.Del.Supplizio.iTALiAN.DLMux.x264-UBi.forced.srt
506;Trono di Spade;Il.Trono.Di.Spade.2x10.Chiunque.Puo.Essere.Ucciso.ITA_ENG.DLMux.XviD-Pir8.avi
507;Trono di Spade;Il.Trono.Di.Spade.3x06.La.Scalata.iTALiAN.DLMux.x264-UBi.forced.srt
508;Trono di Spade;Il.Trono.Di.Spade.3x07.L.Orso.E.La.Fanciulla.Bionda.iTALiAN.DLMux.x264-UBi.mp4
509;Trono di Spade;Il.Trono.Di.Spade.3x08.I.Secondi.Figli.iTALiAN.DLMux.x264-UBi.mp4
510;Trono di Spade;Il.Trono.Di.Spade.3x10.Mhysa.ITA.WEB-DLMux.x264-UPZ.mp4
511;Trono di Spade;Il.Trono.Di.Spade.5x05.Uccidi.Il.Ragazzo.ITA.DLMux.x264-NovaRip.mkv
512;Trono di Spade;Il.Trono.Di.Spade.6x09.La.Battaglia.Dei.Bastardi.ITA.DLMux.x264-NovaRip.mkv
513;Trono di Spade;Il.Trono.Di.Spade.7x03.La.Giustizia.Della.Regina.ITA.WEBMux.x264-UB.mkv
514;Trono di Spade;Il.Trono.Di.Spade.7x07.Il.Drago.E.Il.Lupo.ITA.WEBMux.x264-UBi.mkv
515;Trono di Spade;Il.Trono.Di.Spade.6x10.I.Venti.Dell.Inverno.ITA.DLMux.x264-NovaRip.mkv
516;Trono di Spade;Il.Trono.Di.Spade.2x05.Il.Fantasma.Della.Fortezza.ITA_ENG.DLMux.XviD-Pir8.avi
517;Trono di Spade;Il.Trono.Di.Spade.4x03.La.Fuga.ITA.HDTVMux.x264-iGM.mp4
518;Trono di Spade;Il.Trono.Di.Spade.3x10.Mhysa.ITA.WEB-DLMux.x264-UPZ.forced.srt
519;Trono di Spade;Il.Trono.Di.Spade.2x04.Il.Giardino.Di.Ossa.ITA_ENG.DLMux.XviD-Pir8.avi
520;Trono di Spade;Il.Trono.Di.Spade.4x08.La.Vipera.E.La.Montagna..ITA.HDTVMux.x264-iGM.mp4
521;Trono di Spade;Il.Trono.Di.Spade.2x02.Oltre.La.Barriera.ITA_ENG.DLMux.XviD-Pir8.it.srt
522;Trono di Spade;Il.Trono.Di.Spade.4x04.In.Cerca.Di.Un.Colpevole.ITA.HDTVMux.x264-iGM.srt
523;Trono di Spade;Il.Trono.Di.Spade.3x03.Il.Cammino.Del.Supplizio.iTALiAN.DLMux.x264-UBi.mp4
524;Trono di Spade;Il.Trono.Di.Spade.4x02.Il.Leone.E.La.Rosa.ITA.HDTVMux.x264-iGM.mp4
525;Trono di Spade;Il.Trono.Di.Spade.2x08.Il.Principe.Di.Grande.Inverno.ITA_ENG.DLMux.XviD-Pir8.avi
526;Trono di Spade;Il.Trono.Di.Spade.4x05.L.Ultima.Notte.Dei.Ribelli.ITA.HDTVMux.x264-iGM.mp4
527;Trono di Spade;Il.Trono.Di.Spade.8x02.Un.Cavaliere.Dei.Sette.Regni.ITA.WEBMux.x264-UBi.mkv
528;Trono di Spade;Il.Trono.Di.Spade.5x04.I.Figli.Dell.Arpia.ITA.DLMux.x264-NovaRip.mkv
529;Trono di Spade;Il.Trono.Di.Spade.1x06.La.Corona.D.Oro.iTALiAN.HDTVMux-DarkSideMux.avi
530;Trono di Spade;Il.Trono.Di.Spade.4x08.La.Vipera.E.La.Montagna..ITA.HDTVMux.x264-iGM.srt
531;Trono di Spade;Il.Trono.Di.Spade.1x08.La.guerra.alle.porte.iTALiAN.HDTVMux-DarkSideMux.forced.srt
532;Trono di Spade;Il.Trono.Di.Spade.2x09.L.Assedio.ITA_ENG.DLMux.XviD-Pir8.avi
533;Trono di Spade;Il.Trono.Di.Spade.6x07.Alleanze.ITA.DLMux.x264-NovaRip.mkv
534;Trono di Spade;Il.Trono.Di.Spade.4x09.Il.Coraggio.Di.Pochi.ITA.HDTVMux.x264-iGM.mp4
535;Trono di Spade;Il.Trono.Di.Spade.5x02.Il.Nuovo.Comandante.ITA.DLMux.x264-NovaRip.mkv
536;Trono di Spade;Il.Trono.Di.Spade.7x02.Nata.Dalla.Tempesta.ITA.WEBMux.x264-UBi.mkv
537;Trono di Spade;Il.Trono.Di.Spade.7x06.Oltre.La.Barriera.ITA.WEBMux.x264-UBi.mkv
538;Shield;The.Shield.[S01][02][13].Terzo.Grado.[ITA][DVDRip].avi
539;Shield;The.Shield.[S01][04][13].Guerra.tra.le.Bande.[ITA][DVDRip].avi
540;Shield;The.Shield.[S01][05][13].Obiettivo.-.Recuperare.la.Cocaina![ITA][DVDRip].avi
541;Shield;The.Shield.[S01][06][13].Il.Killer.delle.Prostitute.[ITA][DVDRip].avi
542;Shield;The.Shield.[S01][07][13].Dente.per.Dente.[ITA][DVDRip].avi
543;Shield;The.Shield.[S01][08][13].Amore.e.Droga.[ITA][DVDRip].avi
544;Shield;The.Shield.[S01][09][13].Una.Faccenda.da.Sistemare.[ITA][DVDRip].avi
545;Shield;The.Shield.[S01][10][13].Una.Scomoda.Giornalista.[ITA][DVDRip].avi
546;Shield;The.Shield.[S01][12][13].Combattimento.Mortale.[ITA][DVDRip].avi
547;Shield;The.Shield.[S01][13][13].Corruzione.al.Dipartimento.[ITA][DVDRip].avi
548;Shield;The.Shield.[S01][Artwork+SubForced][ITA].rar
549;Shield;The.Shield.[S01][01][13].Episodio.Pilota.-.Squadra.d'assalto.[ITA][DVDRip].avi
550;Shield;The.Shield.[S01][03][13].Indiziato.di.Stupro.[ITA][DVDRip].avi
551;Shield;The.Shield.[S01][11][13].Tentato.Suicidio.[ITA][DVDRip].avi
552;Romanzo Criminale;Romanzo Criminale.1x01.Episodio 1.by alocor75.REPAK.avi
553;Romanzo Criminale;Romanzo Criminale.1x02.Episodio 2.by alocor75.avi
554;Romanzo Criminale;Romanzo Criminale.1x03.Episodio 3.by alocor75.avi
555;Romanzo Criminale;Romanzo Criminale.1x04.Episodio 4.by alocor75.avi
556;Romanzo Criminale;Romanzo Criminale.1x07.Episodio 7.by alocor75.avi
557;Romanzo Criminale;Romanzo Criminale.1x05.Episodio 5.by alocor75.avi
558;Romanzo Criminale;Romanzo Criminale.1x06.Episodio 6.by alocor75.avi
559;Romanzo Criminale;Romanzo Criminale.1x08.Episodio 8.by alocor75.avi
560;Romanzo Criminale;Romanzo Criminale.1x09.Episodio 9.by alocor75.avi
561;Romanzo Criminale;Romanzo Criminale.1x10.Episodio 10.by alocor75.avi
562;Romanzo Criminale;Romanzo Criminale.1x11.Episodio 11.by alocor75.avi
563;Romanzo Criminale;Romanzo Criminale.1x12.Episodio 12.by alocor75.avi
564;Romanzo Criminale;Romanzo.Criminale.2x01.Episodio.1.iTALiAN.BDRip.XviD-DarkSideMux.avi
565;Romanzo Criminale;Romanzo.Criminale.2x02.Episodio.2.iTALiAN.BDRip.XviD-DarkSideMux.avi
566;Romanzo Criminale;Romanzo.Criminale.2x03.Episodio.3.iTALiAN.BDRip.XviD-DarkSideMux.avi
567;Romanzo Criminale;Romanzo.Criminale.2x04.Episodio.4.iTALiAN.BDRip.XviD-DarkSideMux.avi
568;Romanzo Criminale;Romanzo.Criminale.2x05.Episodio.5.iTALiAN.BDRip.XviD-DarkSideMux.avi
569;Romanzo Criminale;Romanzo.Criminale.2x06.Episodio.6.iTALiAN.BDRip.XviD-DarkSideMux.avi
570;Romanzo Criminale;Romanzo.Criminale.2x07.Episodio.7.iTALiAN.BDRip.XviD-DarkSideMux.avi
571;Romanzo Criminale;Romanzo.Criminale.2x08.Episodio.8.iTALiAN.BDRip.XviD-DarkSideMux.avi
572;Romanzo Criminale;Romanzo.Criminale.2x09.Episodio.9.iTALiAN.BDRip.XviD-DarkSideMux.avi
573;Romanzo Criminale;Romanzo.Criminale.2x10.Episodio.10.iTALiAN.BDRip.XviD-DarkSideMux.avi
574;Romanzo Criminale;Avengers.Endgame.2019.iTALiAN.MD.TS.R6.XviD-iSTANCE.avi
575;Roma;Roma 1x01 - L'aquila rubata - DVD Rip ITA-eng  by Ken.avi
576;Roma;Roma 1x02 - Come Tito Pullo rovesciò la repubblica - DVD Rip ITA-eng  by Ken.avi
577;Roma;Roma 1x04 - Rubare a Saturno - DVD Rip ITA-eng  by Ken.avi
578;Roma;Roma 1x05 - L'ariete ha toccato le mura - DVD Rip ITA-eng  by Ken.avi
579;Roma;Roma 1x03 - Un gufo nei rovi - DVD Rip ITA-eng  by Ken.avi
580;Roma;Roma 1x06 - Egeria - DVD Rip ITA-eng  by Ken.avi
581;Roma;Roma 1x07 - Farsalo - DVD Rip ITA-eng  by Ken.avi
582;Roma;Roma 1x08 - Cesarione - DVD Rip ITA-eng  by Ken.avi
583;Roma;Roma 1x09 - Utica - DVD Rip ITA-eng  by Ken.avi
584;Roma;Roma 1x10 - Trionfo - DVD Rip ITA-eng  by Ken.avi
585;Roma;Roma 1x11 - I resti - DVD Rip ITA-eng  by Ken.avi
586;Roma;Roma.2x01.Passaggio.DVDMux.ITA.by.moll.avi
587;Roma;Roma.2x02.Figlio.di.Ade.DVDMux.ITA.by.moll.avi
588;Roma;Roma.2x03.Queste.sono.le.parole.di.Marco.Tullio.Cicerone.DVDMux.ITA.by.moll.avi
589;Roma;Roma.2x04.Testuggine.e.lepre.DVDMux.ITA.by.moll.avi
590;Roma;Roma.2x05.Gli.eroi.della.Repubblica.DVDMux.ITA.by.moll.avi
591;Roma;Roma.2x06.Filippi.DVDMux.ITA.by.moll.avi
592;Roma;Roma.2x07.La.maschera.funebre.DVDMux.ITA.by.moll.avi
593;Roma;Roma.2x08.Una.finzione.necessaria.DVDMux.ITA.by.moll.avi
594;Roma;Roma.2x09.Nemmeno.un.Dio.puo.fermare.gli.affamati.DVDMux.ITA.by.moll.avi
595;Roma;Roma.2x10.Riguardo.vostro.padre.DVDMux.ITA.by.moll.avi
596;Person of Interest;Person.Of.Interest.1x02.Una.voce.dal.passato.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
597;Person of Interest;Person.Of.Interest.1x06.Corruzione.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
598;Person of Interest;Person.Of.Interest.1x07.Il.testimone.iTALiAN.BDMux.XviD-DarkSideMux.avi
599;Person of Interest;Person.Of.Interest.1x08.Oltre.il.muro.iTALiAN.BDMux.XviD-DarkSideMux.avi
600;Person of Interest;Person.Of.Interest.1x11.Super.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
601;Person of Interest;Person.Of.Interest.1x12.Il.passato.alle.porte.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
602;Person of Interest;Person.Of.Interest.1x13.Il.sistema.violato.iTALiAN.BDMux.XviD-DarkSideMux.avi
603;Person of Interest;Person.Of.Interest.1x14.Il.lupo.e.l.agnello.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
604;Person of Interest;Person.Of.Interest.1x17.La.piccola.Leila.iTALiAN.BDMux.XviD-DarkSideMux.avi
605;Person of Interest;Person.Of.Interest.2x02.Cattivi.Geni.ITA.DLMux.x264-NovaRip.mkv
606;Person of Interest;Person.Of.Interest.2x04.Il.Killer.ITA.DLMux.x264-NovaRip.mkv
607;Person of Interest;Person.Of.Interest.2x20.In.Extremis.ITA.DLMux.x264-NovaRip.mkv
608;Person of Interest;Person.Of.Interest.2x07.Momento.Critico.ITA.DLMux.x264-NovaRip.mkv
609;Person of Interest;Person.Of.Interest.2x14.Uno.Percento.ITA.DLMux.x264-NovaRip.mkv
610;Person of Interest;Person.Of.Interest.2x16.Morte.Apparente.ITA.DLMux.x264-NovaRip.mkv
611;Person of Interest;Person.Of.Interest.2x17.Il.Camaleonte.ITA.DLMux.x264-NovaRip.mkv
612;Person of Interest;Person.Of.Interest.3x12.La.Verita.ITA.WEB-DLMux.x264-iGM.srt
613;Person of Interest;Person.Of.Interest.3x17.Il.Chip.ITA.WEB-DLMux.x264-iGM.srt
614;Person of Interest;Person.Of.Interest.3x01.Libera.Uscita.ITA.WEB-DLMux.x264-iGM.mp4
615;Person of Interest;Person.Of.Interest.3x12.La.Verita.ITA.WEB-DLMux.x264-iGM.mp4
616;Person of Interest;Person.Of.Interest.3x14.Antiche.Provenienze.ITA.WEB-DLMux.x264-iGM.mp4
617;Person of Interest;Person.Of.Interest.4x02.Nautilus.ITA.DLMux.x264-NovaRip.mkv
618;Person of Interest;Person.Of.Interest.4x06.L.Armiere.ITA.DLMux.x264-NovaRip.mkv
619;Person of Interest;Person.Of.Interest.4x07.L.Onore.Dei.Criminali.ITA.DLMux.x264-NovaRip.mkv
620;Person of Interest;Person.Of.Interest.4x08.Punto.Di.Origine.ITA.DLMux.x264-NovaRip.mkv
621;Person of Interest;Person.Of.Interest.4x11.L.Opzione.Giusta.ITA.DLMux.x264-NovaRip.mkv
622;Person of Interest;Person.Of.Interest.4x12.Control.Alt.Delete.ITA.DLMux.x264-NovaRip.mkv
623;Person of Interest;Person.Of.Interest.4x16.Il.Dispensario.ITA.DLMux.x264-NovaRip.mkv
624;Person of Interest;Person.Of.Interest.4x18.Il.Piano.Di.Finch.ITA.DLMux.x264-NovaRip.mkv
625;Person of Interest;Person.Of.Interest.4x20.Terra.Incognita.ITA.DLMux.x264-NovaRip.mkv
626;Person of Interest;Person.Of.Interest.5x01.Morte.Apparente.ITA.BDMux.x264-NovaRip.mkv
627;Person of Interest;Person.Of.Interest.5x03.La.Verita.Da.Raccontare.ITA.BDMux.x264-NovaRip.mkv
628;Person of Interest;Person.Of.Interest.5x07.Il.Codice.ITA.BDMux.x264-NovaRip.mkv
629;Person of Interest;Person.Of.Interest.1x21.Il.rischio.dei.ricordi.iTALiAN.BDMux.XviD-DarkSideMux.avi
630;Person of Interest;Person.Of.Interest.1x18.Crisi.d.identita.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
631;Person of Interest;Person.Of.Interest.1x12.Il.passato.alle.porte.iTALiAN.BDMux.XviD-DarkSideMux.avi
632;Person of Interest;Person.Of.Interest.1x16.Rischio.iTALiAN.BDMux.XviD-DarkSideMux.avi
633;Person of Interest;Person.Of.Interest.1x15.Il.codice.blu.iTALiAN.BDMux.XviD-DarkSideMux.avi
634;Person of Interest;Person.Of.Interest.1x08.Oltre.il.muro.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
635;Person of Interest;Person.Of.Interest.1x23.Apoteosi.finale.iTALiAN.BDMux.XviD-DarkSideMux.avi
636;Person of Interest;Person.Of.Interest.1x06.Corruzione.iTALiAN.BDMux.XviD-DarkSideMux.avi
637;Person of Interest;Person.Of.Interest.1x04.Cura.te.ipsum.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
638;Person of Interest;Person.Of.Interest.1x13.Il.sistema.violato.iTALiAN.BDMux.XviD-DarkSideMux.forced.srt
639;Person of Interest;Person.Of.Interest.1x18.Crisi.d.identita.iTALiAN.BDMux.XviD-DarkSideMux.avi
640;Person of Interest;Person.Of.Interest.2x11.Il.Giorno.Fatale.ITA.DLMux.x264-NovaRip.mkv
641;Person of Interest;Person.Of.Interest.2x15.Tutto.Prenotato.ITA.DLMux.x264-NovaRip.mkv
642;Person of Interest;Person.Of.Interest.2x22.Fuori.Tempo.Massimo.ITA.DLMux.x264-NovaRip.mkv
643;Person of Interest;Person.Of.Interest.2x09.Taxi.Driver.ITA.DLMux.x264-NovaRip.mkv
644;Person of Interest;Person.Of.Interest.2x10.Fine.Del.Gioco.ITA.DLMux.x264-NovaRip.mkv
645;Person of Interest;Person.Of.Interest.2x13.Calcolo.Della.Mortalita.ITA.DLMux.x264-NovaRip.mkv
646;Person of Interest;Person.Of.Interest.3x15.Ultima.Chiamata.ITA.WEB-DLMux.x264-iGM.srt
647;Person of Interest;Person.Of.Interest.3x16.Ram.ITA.WEB-DLMux.x264-iGM.srt
648;Person of Interest;Person.Of.Interest.3x18.Il.Diplomatico.ITA.WEB-DLMux.x264-iGM.srt
649;Person of Interest;Person.Of.Interest.3x21.Beta.ITA.WEB-DLMux.x264-iGM.srt
650;Person of Interest;Person.of.Interest.3x06.Mors.Praematura.ITA.WEB-DLMux.x264-iGM.mp4
651;Person of Interest;Person.Of.Interest.3x07.L.Ipnotizzatore.ITA.WEB-DLMux.x264-iGM.mp4
652;Person of Interest;Person.Of.Interest.3x09.L.Ultima.Notte.ITA.WEB-DLMux.x264-iGM.mp4
653;Person of Interest;Person.Of.Interest.3x10.La.Paga.Del.Diavolo.ITA.WEB-DLMux.x264-iGM.mp4
654;Person of Interest;Person.Of.Interest.3x11.L.Oblio.ITA.WEB-DLMux.x264-iGM.mp4
655;Person of Interest;Person.Of.Interest.3x16.Ram.ITA.WEB-DLMux.x264-iGM.mp4
656;Person of Interest;Person.Of.Interest.3x18.Il.Diplomatico.ITA.WEB-DLMux.x264-iGM.mp4
657;Person of Interest;Person.Of.Interest.3x19.Ad.Un.Passo.Dal.Baratro.ITA.WEB-DLMux.x264-iGM.mp4
658;Person of Interest;Person.Of.Interest.4x01.Un.Numero.Nuovo.ITA.DLMux.x264-NovaRip.mkv
659;Person of Interest;Person.Of.Interest.4x04.La.Fratellanza.ITA.DLMux.x264-NovaRip.mkv
660;Person of Interest;Person.Of.Interest.4x09.La.Cassaforte.ITA.DLMux.x264-NovaRip.mkv
661;Person of Interest;Person.Of.Interest.4x10.Guerra.Fredda.ITA.DLMux.x264-NovaRip.mkv
662;Person of Interest;Person.Of.Interest.4x14.Colpevole.ITA.DLMux.x264-NovaRip.mkv
