FileName,Category
Anime BDmux ITA-JAP  ONE PIECE 676 - Problemi con l Operazione S O P! L Eroe Usoland ce la Fara !  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Bones 7x09 Un cadavere in blu iTALiAN BDMux x264-DarkSideMux mp4.mp4,Bones
Bones 3x05 La Mummia Nel Labirinto ITA DVDMux XviD-Novarip avi.avi,Bones
Once upon a time 1x04 Il Prezzo Della Magia ITA ENG DLmux-Pir8 srt.srt,Once Upon a Time
Romulus 1x01 Tu ITA WEBMux x264-UBi mkv.mkv,Romulus
The Shield 2x03 Un Vecchio Collega ITA DVDRip XviD-NovaRip avi.avi,Shield
Person Of Interest 2x11 Il Giorno Fatale ITA DLMux x264-NovaRip mkv.mkv,Person of Interest
Person Of Interest 2x08 Fino Alla Morte ITA DLMux x264-NovaRip mkv.mkv,Person of Interest
N C I S 19x08 Il Pacificatore ITA DLMux x264-UBi mkv.mkv,NCIS
Person Of Interest 1x16 Rischio iTALiAN BDMux XviD-DarkSideMux forced srt.srt,Person of Interest
Bull 3x02 Il Dovere Di Giurato ITA DLMux x264-UBi mkv.mkv,Bull
Bones - 2x12 - Gli enigmi  DVDRip x264 AC3 ITA-ENG SUBS  Tiger mkv.mkv,Bones
Bones 10x14 Delitto Al Minigolf ITA DLMux x264-UBi mkv.mkv,Bones
La Terra Dopo L'Uomo 1x08 A prova d'attacco  History Channel 2010  avi.avi,La terra Dopo L uomo
L Attacco Dei Giganti 4x08 Proiettile Assassino iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
Bosch 2x09 Episodio 9 ITA WEBMUX x264-NST mkv.mkv,Bosch
NCIS Los Angeles 14x01 Il Seme Del Dubbio ITA DLMux x264-UBi mkv.mkv,NCIS Los Angeles
The Day Of The Jackal 1x04 Episodio 4 ITA DLMux x264-WRM mkv.mkv,Day of the jackal
Bull 3x07 Senza Emozioni ITA DLMux x264-UBi mkv.mkv,Bull
Person Of Interest 1x02 Una voce dal passato iTALiAN Repack BDMux XviD-DarkSideMux avi.avi,Person of Interest
Il Trono Di Spade 6x06 Sangue Del Mio Sangue ITA DLMux x264-NovaRip mkv.mkv,Trono di Spade
Supernatural 15x07 Ultima Chiamata ITA BDMux x264-UBi mkv.mkv,Supernatural
Bones - 1x19 - Dopo Katrina  DVDRip x264 AC3 ITA-ENG SUBS  Tiger mkv.mkv,Bones
Bull 3x10 Segreto Confessionale ITA DLMux x264-UBi mkv.mkv,Bull
House Of The Dragon 1x04 Re Del Mare Stretto ITA DLMux x264-UBi mkv.mkv,House of Dragon
C Era Una Volta 2x12 In Nome Del Fratello iTALiAN DLMux x264-UBi forced srt.srt,Once Upon a Time
Divx Doc Ita -La Terra Dopo L'uomo- History Channel SatRip  avi.avi,La terra Dopo L uomo
Criminal Minds 12x19 Il Vero Nord ITA DLMux x264-NovaRip mkv.mkv,Bones
Once Upon A Time 1x16 Cuore Di Tenebra ITA ENG DLmux-Pir8 en srt.srt,Once Upon a Time
Once upon a time 1x11 Il frutto dell albero avvelenato ITA-ENG 720p DLMux DD5 1 h264-DarkSideMux mkv.mkv,Once Upon a Time
Supernatural 15x02 Scatenando L Inferno ITA BDMux x264-UBi mkv.mkv,Supernatural
Person Of Interest 3x07 L Ipnotizzatore ITA WEB-DLMux x264-iGM mp4.mp4,Person of Interest
Willow La Serie 1x03 La Battaglia Dell Agnello Sgozzato ITA DLMux x264-UBi mkv.mkv,Willow
Bones - 1x14 - Scomparsi  DVDRip x264 AC3 ITA-ENG SUBS  Tiger mkv.mkv,Bones
Once upon a time 1x09 La bussola ITA-ENG 720p DLMux DD5 1 h264-DarkSideMux mkv.mkv,Once Upon a Time
Bull 6x06 L Angelo Custode ITA DLMux x264-UBi mkv.mkv,Bull
Once Upon A Time 1x03 La Cosa Giusta Da Fare ITA ENG DLmux-Pir8 avi.avi,Once Upon a Time
N C I S 18x12 Sangre ITA DLMux x264-UBi mkv.mkv,NCIS
Once Upon A Time 5x17 Il Suo Aitante Eroe ITA DLMux x264-NovaRip mkv.mkv,Once Upon a Time
"Anime BDmux ITA-JAP  ONE PIECE 683 - La Terra Trema - Pica , il Gigante della Distruzione  Dressrosa Arc   Baroque Works  mkv.mkv",One Piece
Once Upon A Time 1x13 Che Cosa E Successo A Frederick ITA ENG DLmux-Pir8 avi.avi,Once Upon a Time
Bull 4x11 Ricorda Con Rabbia ITA DLMux x264-UBi mkv.mkv,Bull
Person Of Interest 2x10 Fine Del Gioco ITA DLMux x264-NovaRip mkv.mkv,Person of Interest
Person Of Interest 3x19 Ad Un Passo Dal Baratro ITA WEB-DLMux x264-iGM srt.srt,Person of Interest
Person Of Interest 5x06 Doping ITA BDMux x264-NovaRip mkv.mkv,Person of Interest
Bones 4x18 Una Donna Coraggiosa ITA BDMux XviD-NovaRip srt.srt,Bones
Bones 9x13 La Tomba Nell Aiuola ITA DLMux x264-NovaRip mkv.mkv,Bones
Bones 4x04 Il Dito Nel Nido ITA BDMux XviD-NovaRip avi.avi,Bones
Once Upon A Time 1x18 Lo Stalliere ITA ENG DLmux-Pir8 en srt.srt,Once Upon a Time
See 1x02 Il Baule Della Conoscenza ITA DLMux x264-UBi mkv.mkv,See
Bosch 5x07 La Saggezza Del Deserto iTA AC3 DLMux x264-ADE CreW mkv.mkv,Bosch
Bull 2x07 Machiavellismo ITA HDTVRip x264-UBi mkv.mkv,Bull
Supernatural 15x08 Padre Nostro Che Non Sei Nei Cieli ITA BDMux x264-UBi mkv.mkv,Supernatural
N C I S 19x13 Corsa Contro Il Tempo ITA DLMux x264-UBi mkv.mkv,NCIS
Bull 1x10 Auto Assassina ITA HDTVRip x264-UBi mkv.mkv,Bull
Bull 2x10 Spirito Natalizio ITA HDTVRip x264-UBi mkv.mkv,Bull
Magnum P I 2018 5x01 Il Passeggero ITA DLMux x264-WRM mkv.mkv,Shogun
Once Upon A Time 3x19 Una Cosa Curiosa ITA DLMux x264-NovaRip mkv.mkv,Once Upon a Time
N C I S 20x16 Effetto Farfalla ITA DLMux x264-UBi mkv.mkv,NCIS
Bones 3x04 Il Segreto Del Suolo ITA DVDMux XviD-Novarip avi.avi,Bones
Bull 5x01 Effetto Corona ITA DLMux x264-UBi mkv.mkv,Bull
Anime BDmux ITA-JAP  ONE PIECE 735 - Fujitora - Una Scelta Senza Precedenti !  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Dexter Resurrection 1x05 Famelico Di Sangue ITA AMZN DLMux x264-WRM mkv.mkv,Dexter
Bones 4x10-Il Passeggero nel Forno ITA BDMux XviD-NovaRip srt.srt,Bones
N C I S 19x18 Una Vita Fa ITA DLMux x264-UBi mkv.mkv,NCIS
NCIS New Orleans 5x17 Resa Dei Conti ITA DLMux x264-UBi mkv.mkv,NCIS New Orleans
Anime BDmux ITA-JAP  ONE PIECE 691 - Kanjuro - La Tempesta Vespertina  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Il Trono Di Spade 3x09 Le Piogge Di Castamere ITA WEB-DLMux x264-UPZ forced srt.srt,Trono di Spade
Tulsa King 1x04 L Arte Della Guerra ITA DLMux x264-UBi mkv.mkv,Tulsa
Criminal Minds 16x07 Quello Che Non Ci Uccide ITA DLMux x264-UBi mkv.mkv,Criminal Minds
Bull 4x18 Collisione ITA DLMux x264-UBi mkv.mkv,Bull
Bones - 1x01 - Testimone dal passato  DVDRip x264 AC3 ITA-ENG SUBS  Tiger mkv.mkv,Bones
Il Trono Di Spade 1x03 Lord Snow iTALiAN HDTVMux-DarkSideMux forced srt.srt,Trono di Spade
Shogun 2024 1x03 Domani E Un Altro Giorno ITA DLMux x264-WRM mkv.mkv,Shogun
L Attacco Dei Giganti 4x26 Traditore iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
Romulus 1x10 Superbos ITA WEBMux x264-UBi mkv.mkv,Romulus
Once Upon A Time 3x11 Si Torna A Casa ITA DLMux x264-NovaRip mkv.mkv,Once Upon a Time
Anime BDmux ITA-JAP  ONE PIECE 638 - Colpo Mortale ! Il Portentoso King Punch  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Criminal Minds 12x21 Luce Verde ITA DLMux x264-NovaRip mkv.mkv,Bones
C Era Una Volta 2x08 L Incantesimo Del Sonno iTALiAN DLMux x264-UBi mp4.mp4,Once Upon a Time
Anime BDmux ITA-JAP  ONE PIECE 631 - Un Vortice di Avventure - Il Colosseo delle Corride  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Willow La Serie 1x08 Figli Del Wyrm ITA DLMux x264-UBi mkv.mkv,Willow
Forever 1x17 I Segreti Restano Sepolti ITA DLMux x264-NovaRip mkv.mkv,Forever
Bones 7x13 La vendetta del genio iTALiAN BDMux x264-DarkSideMux mp4.mp4,Bones
NCIS New Orleans 6x20 Predatori ITA DLMux x264-UBi mkv.mkv,NCIS New Orleans
Bull 2x15 Lucida Follia ITA HDTVRip x264-UBi mkv.mkv,Bull
Anime BDmux ITA-JAP  ONE PIECE 629 - Sconvolgente! Incredibili Notizie Scuotono il Nuovo Mondo  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Anime BDmux ITA-JAP  ONE PIECE 607 - Si Accende lo Scontro Luffy Contro Caesar  Punk Hazard Arc   Baroque Works  mkv.mkv,One Piece
L Attacco Dei Giganti 4x04 Da Mano A Mano iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
Person Of Interest 1x04 Cura te ipsum iTALiAN BDMux XviD-DarkSideMux avi.avi,Person of Interest
N C I S 20x01 Una Questione Di Famiglia ITA DLMux x264-UBi mkv.mkv,NCIS
Anime BDmux ITA-JAP  ONE PIECE 730 - Le Lacrime di Manshelly - Salvare Dressrosa !  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Naruto Shippuden 156 - L allievo supera il maestro by danny11 & LeBlanco mkv.mkv,Naruto Shippuden
NCIS Los Angeles 13x21 Nella Tana Del Coniglio ITA DLMux x264-UBi mkv.mkv,NCIS Los Angeles
Once Upon A Time 5x18 Le Scarpette Di Ruby ITA DLMux x264-NovaRip mkv.mkv,Once Upon a Time
Anime BDmux ITA-JAP  ONE PIECE 654 - Una Spada Atraordinaria ! Cavendish il Cavallo Bianco !  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
NCIS Los Angeles 13x15 Ultimo Scatto ITA DLMux x264-UBi mkv.mkv,NCIS Los Angeles
Person Of Interest 3x16 Ram ITA WEB-DLMux x264-iGM srt.srt,Person of Interest
Romulus 1x06 Romane ITA WEBMux x264-UBi mkv.mkv,Romulus
Forever 1x23 L an ITA DLMux x264-NovaRip mkv.mkv,Forever
Anime BDmux ITA-JAP  ONE PIECE 615 - Il Dramma di Barbabruna ! Furioso Attacco di Luffy  Punk Hazard Arc   Baroque Works  mkv.mkv,One Piece
The Shield 2x11 Caccia Grossa ITA DVDRip XviD-NovaRip avi.avi,Shield
Il Trono Di Spade 3x05 Baciata Dal Fuoco iTALiAN DLMux x264-UBi mp4.mp4,Trono di Spade
NCIS Los Angeles 12x04 Soldi Soldi Soldi ITA DLMux x264-UBi mkv.mkv,NCIS Los Angeles
Person Of Interest 1x21 Il rischio dei ricordi iTALiAN BDMux XviD-DarkSideMux forced srt.srt,Person of Interest
Bull 6x01 Scomparsa ITA DLMux x264-UBi mkv.mkv,Bull
Foundation 1x05 Al Suo Risveglio ITA DLMux x264-UBi mkv.mkv,Foundation
Bones 6x11 Un Proiettile Nel Cervello ITA DLMux XviD-NovaRip avi.avi,Bones
Bones 11x17 Servizi Segreti ITA DLMux x264-UBi mkv.mkv,Bones
Doctor Strange Nel Multiverso Della Follia 2022 iTALiAN MD HDTS x264-PZZ8 mkv.mkv,Trono di Spade
"Tsunami  My Hero Academia - 3x03 - Ti salvero, Kota!  DVD RIP 720x576i 25 fps H264  by user-id mkv.mkv",My Hero Academia
Bull 1x23 Benevolo Inganno ITA HDTVRip x264-UBi mkv.mkv,Bull
Dexter Resurrection 1x02 Assassino In Incognito ITA AMZN DLMux x264-WRM mkv.mkv,Dexter
Bones 5x13 Il Dentista Nel Fossato ITA WEB-DL Mux XviD-NovaRip avi.avi,Bones
Person Of Interest 5x02 Informazioni Fallaci ITA BDMux x264-NovaRip mkv.mkv,Person of Interest
Bull 2x04 L Illusione Del Controllo ITA HDTVRip x264-UBi mkv.mkv,Bull
Once Upon A Time 1x18 Lo Stalliere ITA ENG DLmux-Pir8 avi.avi,Once Upon a Time
Bones 4x18 Una Donna Coraggiosa ITA BDMux XviD-NovaRip avi.avi,Bones
MacGyver 2016 5x07 Nella Tana Dei Serpenti ITA DLMux x264-UBi mkv.mkv,Mac Gyver
Once Upon A Time 1x20 Lo Sconosciuto ITA ENG DLmux-Pir8 en srt.srt,Once Upon a Time
Bones 6x04 Il Cacciatore Di Taglie ITA DLMux XviD-NovaRip avi.avi,Bones
Anime BDmux ITA-JAP  ONE PIECE 643 - Cielo e Terra Tremano ! Il Vero Potere dell ' Ammiraglio Fujitora  Dressrosa Arc   Baroque Works  mkv.mkv,One Piece
Bull 2x06 L Eccezione Alla Regola ITA HDTVRip x264-UBi mkv.mkv,Bull
L Attacco Dei Giganti 4x20 Ricordi Del Futuro iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
L Attacco Dei Giganti 3x04 Trust iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
NCIS Los Angeles 13x22 Insieme ITA DLMux x264-UBi mkv.mkv,NCIS Los Angeles
Once Upon A Time 1x13 Che Cosa E Successo A Frederick ITA ENG DLmux-Pir8 en srt.srt,Once Upon a Time
The Mandalorian 3x05 Capitolo Ventuno Il Pirata ITA DLMux x264-UBi mkv.mkv,The Mandalorian
Once Upon A Time 1x16 Cuore Di Tenebra ITA ENG DLmux-Pir8 avi.avi,Once Upon a Time
Bones 12x11 Un Giorno Da Ricordare ITA DLMux x264-UBi mkv.mkv,Bones
Il Trono Di Spade 3x08 I Secondi Figli iTALiAN DLMux x264-UBi forced srt.srt,Trono di Spade
Il Trono Di Spade 5x02 Il Nuovo Comandante ITA DLMux x264-NovaRip mkv.mkv,Trono di Spade
L Attacco Dei Giganti 4x28 L Alba dell Umanita iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Attacco dei Giaganti
Il Trono Di Spade 3x08 I Secondi Figli iTALiAN DLMux x264-UBi mp4.mp4,Trono di Spade
Forever 1x20 Partire Col Piede Giusto ITA DLMux x264-NovaRip mkv.mkv,Forever
Bosch 4x02 Sogni Di Bunker Hill iTA AC3 WEBMux x264-ADE CreW mkv.mkv,Bosch
Person Of Interest 5x07 Il Codice ITA BDMux x264-NovaRip mkv.mkv,Person of Interest
Once Upon A Time 3x16 Essere Verdi Non E Facile ITA DLMux x264-NovaRip mkv.mkv,Once Upon a Time
Bones 5x01 La Voce Dei Tarocchi ITA WEB-DL Mux XviD-NovaRip avi.avi,Bones
Bones 6x03 La Tribu Dei Guido ITA REAL REPACK DLMux XviD-NovaRip avi.avi,Bones
Il Trono Di Spade 5x07 Il Dono ITA DLMux x264-NovaRip mkv.mkv,Trono di Spade
Anime BDmux ITA-JAP  ONE PIECE 594 - Luffy e Law ! Alleanza fra pirati  Punk Hazard Arc   Baroque Works  mkv.mkv,One Piece
Bull 3x05 Il Tassello Mancante ITA DLMux x264-UBi mkv.mkv,Bull
Bones 9x24 Il Cadavere In Poltrona ITA DLMux x264-NovaRip mkv.mkv,Bones
MacGyver 2016 5x14 Arrivederci A Mission City ITA DLMux x264-UBi mkv.mkv,Mac Gyver
SAINT SEIYA The HADES Chapter Sanctuary 02  Blu-ray Mux 1080p x264 AAC Ita-AC3 Jap Sub Ita  Dohko D G   mkv.mkv,Cavalieri dello Zodiaco
